Name,Email,Mobile
"
            Jawahar Navodaya Vidyalaya            100134
",jnvp_khandwa@yahoo.co.in,
"
            Jawahar Navodaya Vidyalaya            100135
",jnvmorena@rediffmail.com,
"
            Jawahar Navodaya Vidyalaya            100136
",jnvujjain2010@rediffmail.com,7368265223
"
            Indira Gandhi Memorial Higher            100138
",igmemorial@rediffmail.com,
"
            Bhartiya  Higher Secondary School            100139
",,
"
            Jawahar Navodaya Vidyalaya            100142
",jnvbarginagar@gmail.com,
"
            Madarsa Falahe Daran Darual Banat            M10143
",,7552750017
"
            Jawahar Navodaya Vidyalaya            100144
",jnvwrs@rediffmail.com,
"
            Jawahar Navodaya Vidyalaya            100145
",jnvdhar@yahoo.com,7295276437
"
            Jawahar Navodaya Vidyalaya            100146
",navadayagwalior@yahoo.com,7524286653
"
            Jawa Higher Secondary School            100148
",,9229900339
"
            St.joseph's Convent Girls H.school            110006
",ngp_coordinatorniossjc@yahoo.com,8530933653
"
            Holy Cross Convent High School            110011
",veron@vsnl.net,
"
            Sandesh Vidyalaya College Of Arts            110012
",nios@dnyanprasarak.com,
"
            M. G. M. Academy's Junior College of Arts, Commerce & Science            110017
",niosvirar@gmail.com,"9870570695, 8551034965"
"
            Guru Govind Singh Public School            M11018
",ggsps@hotmail.com,
"
            Pal Rajendra English High School            110025
",,
"
            Sant Bahinabai Sec& High.sec.school            110028
",sbcs@yahoo.com,
"
            St.joseph Convent Girls High School            110029
",josephconvents@yahoo.com,
"
            Montfort Higher Sec. School            110031
",montfortitc@gmail.com,8806256623
"
            Shoeb High School & Jr.college            110033
",sirajansari959@gmail.com,9372203508
"
            Don Bosco High School & Jr.College            M11037
",boscoite_2007@hotmail.com,
"
            Star English High School            110038
",starschool188@yahoo.com,
"
            Halqua E-dawanik Jr.college,            110041
",hdus@yahoo.com,
"
            Holly Cross Boys High School            110042
",holycrossboyshighschool@rediffmail.com,
"
            Jai Bharat High School& Jr.college            110044
",jaibharat_highschool@yahoo.co.in,9821288672
"
            Begam Jamila Abdul Haq College Of            M11047
",aiibjah.collesgehsc@yahoo.com,
"
            Bharti Sanskrit Vidya Niketaram            110048
",bsvn1982@rediffmail.com,"9850933082, 9850933082"
"
            Shaheed Dunichand T.kalani            110049
",sdtk@rediffmail.com,7020775883
"
            Divine Provident High School & Jr. College            110055
",dphs1986@gmail.com,7021545663
"
            New Modern English High School            110060
",newmod@yahoo.com,
"
            J B Ludhani High School & Jr Colleg            110063
",jblhsnios@gmail.com,9004684931
"
            Fr. Agnel Multipurpose School            M11066
",agnelnios@rediffmail.com,9820813677
"
            St.paul's English School&jr.college            M11067
",contact@palshikshan.com,
"
            Symbiosis            110073
",symbiosisschoolpune@yahoo.com,9552525068
"
            Shri Bhavani Vidyamandir            110075
",bhavani353@rediffmail.com,
"
            Sri Ma Vidyalaya Patilpada            110077
",srimavidyalaya@gmail.com,
"
            St. Ursula High School            M11078
",,
"
            Bharat Education Society            110080
",khsnios@gmail.com,9930367539
"
            Holy Family High School, Opposit.            M11082
",francisswamy@rediffmail.com,
"
            Sir Sayyad English High School            M11084
",,
"
            Dr.kalmadi Shamarao High School            110085
",khspune38@hotmail.com,9890062290
"
            Lady Khatun Marium School,            M11086
",jaya72nambiar@yahoo.in,
"
            N.t.c.c High School            M11089
",dolla_20@yahoo.com,
"
            Sri Balaji Hindi Madyamik Vidyalaya            110094
",,
"
            St. Felix High School            M11096
",stfelixjmpn@gmail.com,9921920769
"
            Snm High School & Jr.college            M11097
",,
"
            Cges Gulabtola High School&junior            110101
",,
"
            Kendriya Vidyalaya            110105
",kvjalgaon@rediffmail.com,
"
            Kendriya Vidyalaya            110107
",kvaurangabad@yahoo.com,
"
            Kendriya Vidyalaya            110108
",kvbhandara@yahoo.co.in,
"
            Patil Bal Mandir            110110
",,
"
            D' Regina Higher Secondary School            120005
",harkiratjassal8@gmail.com,9436037469
"
            Ma Whab Islamic For S.c.pub.school            120014
",sheikhnafis17@gmail.com,8415960744
"
            Royal Academy            120018
",royalnios@gmail.com,8974682698
"
            Sangai Yeemphan High School            120026
",vwa_nios@yahoo.co.in,
"
            The Tentha High School            120028
",basanlaimujam.bl@gmail.com,"9856185040, 9856185040"
"
            Mount Everest Hr. Sec. School            120031
",mteveresthassaino120031@yahoo.co.in,9436080815
"
            The Little Angel's English School            120046
",coordinatorniosai120046@yahoo.co.in,
"
            Kendriya Vidyalaya            120051
",kvlang_school@yahoo.co.in,
"
            Kendriya Vidyalaya            120052
",kv_leimakhong@dataone.in,
"
            Jawahar Navodaya Vidyalaya            120057
",jnvmao@rediffmail.com,
"
            Kendriya Vidyalaya            130001
",principal_kvus@yahoo.co.in,
"
            Sacred Heart Girls Higher Secondary            130002
",puwein2003@yahoo.co.in,
"
            Mizo Modern High School            130008
",mmhsecondary@gmail.com,7005632107
"
            St.paul's Secondary School            M13011
",ijyrwa89@indiatimes.com,
"
            Douglas Memorial Secondary School            130012
",douglas_msschool@yahoo.co.in,
"
            Kendriya Vidyalaya            130014
",principalkvnehu@gmail.com,
"
            St.xavier's Secondary School            M13016
",saintxaviershss@gmail.com,"8257936144, 3651220309"
"
            Tome Memorial Secondary School            130018
",,
"
            Jawahar Navodaya Vidyalaya            130019
",jnvwestgarohills@rediffmail.com,3651265366
"
            St. Paul Inst. Of Education            140002
",stpaulphesama@gmail.com,
"
            Jawahar Navodaya Vidyalaya            140003
",mmhss.nios@gmail.com,
"
            St. Edmund's School            140004
",chamshel@yahoo.co.uk,
"
            Bethel High School            140009
",rosemariengully@gmail.com,"7005236745, 9170851738"
"
            Ibaung Thou Memorial High School            140010
",itmsjalukie@yahoo.co.in,
"
            Kindergarten School            140011
",gs140011@yahoo.in,
"
            St. Joseph's School            140012
",sjs_niosail140012@yahoo.co.in,8415831086
"
            H M C High School            140013
",rinelson_1413@yahoo.com,
"
            Eastern School            140015
",wangtai_07@yahoo.co,
"
            Mount Mary Academy            140016
",mountmaryacademy@yahoo.co.in,
"
            St. Peter's School,            M14017
",lkpeter49@gmail.com,9436808044
"
            Neingulie Memorial High School            140018
",rolandpashel@yahoo.com,
"
            Govt. Hr. Sec. School            140019
",haedctswg140019@rediffmail.com,
"
            Kendriya Vidyalaya            140021
",kvkhoima@yahoo.co.in,
"
            Honili Memorial School            M14023
",hms@rediffmail.com,
"
            Jawahar Navodaya Vidyalaya            140024
",jnv_longleng@rediffmail.com,3692815140
"
            Little Flower Higher Secondary            M14025
",,
"
            Jawahar Navodaya Vidyalaya            150004
",jnvn_96@yahoo.com,
"
            Redwoods English School            150005
",redwoodsschool@gmail.com,
"
            Daniel Public School            150006
",skpattnaikin@yahoo.co.in,
"
            Harobino Vidya Bhawan            150012
",harobinovidyabhavan@yahoo.com,
"
            The Assembly Of God School            150013
",kaley84in@yahoo.com,7894192735
"
            S.aurobindo Integral Edu.& Res.cen.            150015
",maa_sacere17@rediffmail.com,9437152461
"
            Little Angels School            150021
",lasbrjn2007@rediffmail.com,
"
            Kendriya Vidyalaya            150028
",kvntpc@yahoo.co.in,
"
            Kendriya Vidyalaya            150031
",principal_kvrkl@yahoo.co.in,
"
            Oriental Public School            150032
",oriental_pbsbgr@rediffmail.com,
"
            Jawahar Navodaya Vidyalaya            150035
",jnvsng@redifmail.com,6622211756
"
            150036-Jawahar Navodaya Vidyalaya            150036
",jnvmayur@rediffmail.com,
"
            Jawahar Navodaya Vidyalaya            150037
",jnvangul@yahoo.co.in,
"
            Circle Jail            J15038
",,
"
            Jawahar Navodaya Vidyalaya            150039
",jnv_sbp@rediffmial.com,
"
            Govt.(ssd)high School            150041
",hmbadakalakote@gmail.com,6815213040
"
            Syed Saminary High School            M15042
",,
"
            Govt. Higher School            150043
",,
"
            Govt. Higher Secondary School            150044
",,
"
            Govt. High School (ssd)            150045
",,
"
            Govt. (ssd) High School            150047
",,
"
            Govt.(st & Sc Dev. Deptt) High            150048
",,
"
            Govt. Girls High School            150049
",,
"
            Ekalavya Model Residential School            150050
",,
"
            Govt. (ssd) High School            150051
",,
"
            Govt. (ssd) High School            150052
",,
"
            Ekalavya Model Residential School            150054
",,
"
            Govt. (ssd) Girls High School            150055
",,
"
            Govt. (ssd) Girls High School            150056
",,
"
            Govt. High School (ssd),            150057
",,
"
            Govt. High School (ssd)            150058
",,
"
            Govt. High School (ssd)            150059
",,
"
            Govt. Girls High School            150060
",,
"
            Ekalavya Model Residential School            150061
",,
"
            Govt. High School            150062
",,
"
            Govt. (ssd) High School            150063
",,
"
            Govt. (ssd) High School            150067
",,
"
            Govt. (ssd) High School            150071
",,
"
            Govt. (ssd) Higher Sec. School            150074
",,
"
            Govt. (ssd) Girls High School            150077
",,
"
            Ekalabya Model Residential School            150078
",,
"
            Govt. High School (ssd)            150080
",,
"
            Jawahar Navodaya Vidyalaya            150081
",jnv_kendrapara@rediffmail.com,6727274801
"
            Jawahar Navodaya Vidyalaya            150082
",jnvjajpurors@yahoo.co.in,6726240080
"
            Jawahar Navodaya Vidyalaya            150083
",jnvrayagada@rediffmail.com,686324720
"
            Jawahar Navodaya Vidyalaya            150084
",jnvpuri@rediffmail.com,6752236588
"
            Jawahar Navodaya Vidyalaya            150085
",jnvdhenkanal@rediffmail.com,6760241485
"
            Jawahar Navodaya Vidyalaya            150086
",jnvplb@rediffmail.com,
"
            Govt. High School            150087
",,
"
            Govt. High School            150088
",,
"
            Govt. High School            150089
",,
"
            Kasturba Govt. Girls High School            150090
",,
"
            Govt.high School            150091
",,
"
            Pareswar Govt. Girl High School            150092
",,
"
            Govt. High School            150093
",,
"
            Govt. High School            150095
",,
"
            Govt.(ssd) Girl High School            150096
",,
"
            Govt. High School            150097
",,
"
            Govt. High School            150098
",,
"
            Govt. (ssd) High School            150099
",,
"
            Asanjoda Govt. Girls High School            150100
",,
"
            Rasgovindpur Govt. Girls High            150101
",,
"
            Govt (ssd) Girls High School            150102
",,
"
            Govt.(ssd) Girls High School            150103
",,
"
            Govt. Girls High School (ssd)            150104
",,
"
            Govt.(ssd) Girls High School            150105
",,
